order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
7458,2502,28,Pune,Evening,Weekday,Biryani,Lunch,Mid-range,818,No,79,14,5,Yes,Happy,Medium,Partner,No
7459,3939,19,Chandigarh,Morning,Weekday,South Indian,Dinner,Budget,579,No,31,4,5,Yes,Celebrating,Low,Alone,No
7460,1925,30,Chandigarh,Afternoon,Weekday,North Indian,Snacks,Budget,326,Yes,32,6,3,No,Stressed,Low,Family,No
7461,4789,31,Delhi,Night,Weekday,Chinese,Snacks,Premium,906,Yes,56,13,3,No,Stressed,Medium,Partner,No
7462,4156,20,Chandigarh,Evening,Weekday,South Indian,Snacks,Mid-range,545,No,23,11,2,Yes,Lazy,Low,Partner,Yes
7463,4871,28,Hyderabad,Evening,Weekend,Fast Food,Breakfast,Mid-range,596,Yes,24,6,4,No,Stressed,High,Friends,No
7464,4624,43,Hyderabad,Night,Weekday,Fast Food,Breakfast,Mid-range,457,No,83,1,5,Yes,Happy,Medium,Friends,No
7465,2123,31,Chandigarh,Afternoon,Weekend,Chinese,Breakfast,Premium,177,Yes,27,9,4,No,Lazy,High,Partner,No
7466,3229,21,Chandigarh,Afternoon,Weekend,Chinese,Lunch,Budget,809,No,36,14,4,No,Celebrating,High,Friends,Yes
7467,1679,34,Delhi,Night,Weekday,Biryani,Snacks,Budget,574,No,86,13,3,Yes,Lazy,Low,Alone,Yes
7468,1473,27,Hyderabad,Evening,Weekday,Fast Food,Dinner,Premium,610,Yes,23,3,5,Yes,Happy,Low,Partner,No
7469,1164,23,Chandigarh,Evening,Weekend,Fast Food,Snacks,Premium,298,Yes,50,5,5,No,Lazy,High,Friends,No
7470,3059,22,Mumbai,Night,Weekend,Biryani,Snacks,Mid-range,903,Yes,66,13,4,Yes,Happy,High,Family,Yes
7471,4624,20,Chandigarh,Morning,Weekend,Desserts,Lunch,Premium,540,No,71,13,5,No,Celebrating,Medium,Friends,No
7472,3177,34,Mumbai,Afternoon,Weekend,Desserts,Dinner,Premium,389,No,54,8,4,Yes,Stressed,High,Alone,No
7473,1571,22,Pune,Night,Weekday,Desserts,Breakfast,Budget,333,Yes,50,14,2,No,Lazy,Low,Alone,No
7474,1454,39,Bangalore,Evening,Weekday,Desserts,Lunch,Premium,586,No,21,5,5,Yes,Lazy,Medium,Friends,Yes
7475,4093,36,Hyderabad,Night,Weekday,South Indian,Dinner,Premium,925,Yes,36,10,5,No,Lazy,Low,Alone,No
7476,2359,27,Chandigarh,Morning,Weekday,Biryani,Dinner,Mid-range,528,No,50,14,3,No,Stressed,Low,Partner,No
7477,4335,29,Delhi,Afternoon,Weekday,Fast Food,Lunch,Mid-range,934,Yes,40,6,4,No,Lazy,Low,Partner,No
7478,1084,37,Mumbai,Morning,Weekday,South Indian,Snacks,Mid-range,705,No,89,12,3,Yes,Stressed,Medium,Alone,No
7479,4247,36,Bangalore,Evening,Weekend,South Indian,Dinner,Budget,150,Yes,42,10,5,Yes,Celebrating,Medium,Friends,Yes
7480,4308,32,Mumbai,Night,Weekday,North Indian,Lunch,Mid-range,146,No,43,9,2,Yes,Stressed,Low,Alone,Yes
7481,1980,33,Delhi,Morning,Weekday,South Indian,Lunch,Budget,388,Yes,88,1,3,No,Stressed,Low,Family,Yes
7482,3209,29,Chandigarh,Evening,Weekend,South Indian,Lunch,Budget,617,No,86,6,3,Yes,Stressed,Medium,Alone,No
7483,1307,27,Mumbai,Afternoon,Weekend,Chinese,Lunch,Premium,775,Yes,39,13,3,Yes,Stressed,High,Partner,Yes
7484,4984,43,Mumbai,Morning,Weekday,Biryani,Lunch,Mid-range,952,Yes,22,8,5,No,Celebrating,Low,Partner,Yes
7485,2472,23,Chandigarh,Evening,Weekend,Chinese,Snacks,Budget,113,No,22,5,3,Yes,Lazy,High,Alone,Yes
7486,3524,18,Hyderabad,Evening,Weekday,Fast Food,Breakfast,Budget,839,Yes,62,13,2,No,Lazy,Medium,Friends,Yes
7487,3634,36,Delhi,Morning,Weekday,Chinese,Dinner,Premium,164,No,66,9,5,Yes,Lazy,Low,Family,No
7488,3040,25,Hyderabad,Night,Weekend,South Indian,Snacks,Mid-range,515,No,66,11,2,Yes,Stressed,Low,Alone,Yes
7489,1497,21,Delhi,Morning,Weekend,North Indian,Breakfast,Mid-range,677,No,78,10,5,No,Celebrating,High,Friends,No
7490,3467,20,Chandigarh,Afternoon,Weekday,Biryani,Lunch,Budget,244,No,98,13,2,Yes,Stressed,Low,Alone,Yes
7491,4359,43,Delhi,Night,Weekend,South Indian,Lunch,Budget,432,No,59,2,4,Yes,Lazy,High,Friends,No
7492,1690,39,Hyderabad,Afternoon,Weekend,Biryani,Snacks,Budget,376,No,72,8,4,No,Happy,High,Partner,Yes
7493,4629,34,Chandigarh,Morning,Weekend,South Indian,Snacks,Budget,895,Yes,87,2,5,No,Celebrating,High,Partner,No
7494,2764,42,Chandigarh,Morning,Weekend,Desserts,Snacks,Budget,795,No,91,4,3,Yes,Stressed,Low,Family,No
7495,2865,21,Pune,Afternoon,Weekend,Biryani,Lunch,Mid-range,316,No,24,10,5,Yes,Happy,Medium,Partner,Yes
7496,2046,35,Mumbai,Evening,Weekend,Biryani,Breakfast,Budget,117,Yes,21,8,5,Yes,Happy,High,Partner,Yes
7497,2536,18,Mumbai,Afternoon,Weekday,Biryani,Lunch,Budget,677,No,98,9,5,No,Happy,High,Friends,No
7498,4401,22,Bangalore,Morning,Weekend,North Indian,Lunch,Premium,748,No,56,7,5,Yes,Celebrating,Low,Alone,Yes
7499,3440,37,Mumbai,Evening,Weekday,North Indian,Breakfast,Mid-range,178,Yes,96,12,3,Yes,Lazy,Medium,Alone,No
7500,1186,23,Delhi,Afternoon,Weekend,South Indian,Dinner,Mid-range,467,Yes,75,5,5,No,Happy,High,Family,No
7501,1708,22,Chandigarh,Morning,Weekday,Biryani,Dinner,Premium,285,No,58,9,5,No,Celebrating,High,Partner,No
7502,4897,38,Hyderabad,Evening,Weekend,Desserts,Snacks,Premium,415,Yes,63,11,5,No,Happy,Medium,Partner,Yes
7503,4853,22,Pune,Afternoon,Weekday,Chinese,Lunch,Premium,155,Yes,81,3,4,No,Lazy,Low,Alone,Yes
7504,4199,33,Pune,Evening,Weekday,Biryani,Breakfast,Budget,854,No,20,7,5,Yes,Happy,High,Friends,Yes
7505,1637,22,Delhi,Night,Weekday,Chinese,Lunch,Premium,252,No,61,6,5,Yes,Lazy,Medium,Partner,No
7506,1589,43,Hyderabad,Morning,Weekend,Chinese,Snacks,Premium,818,Yes,52,3,4,No,Lazy,Medium,Partner,Yes
7507,4212,38,Delhi,Morning,Weekday,Chinese,Lunch,Premium,741,Yes,50,4,4,No,Lazy,Low,Family,Yes
7508,4838,37,Hyderabad,Morning,Weekday,Desserts,Dinner,Budget,508,No,90,12,5,Yes,Happy,Low,Alone,No
7509,3610,24,Chandigarh,Afternoon,Weekday,Chinese,Snacks,Premium,349,No,29,4,5,Yes,Celebrating,Medium,Alone,Yes
7510,3239,27,Delhi,Night,Weekend,South Indian,Breakfast,Mid-range,617,Yes,75,6,4,Yes,Lazy,Medium,Alone,No
7511,3401,44,Hyderabad,Evening,Weekend,Biryani,Snacks,Mid-range,421,Yes,71,1,5,No,Celebrating,Low,Alone,Yes
7512,4112,29,Mumbai,Night,Weekend,North Indian,Dinner,Mid-range,206,Yes,55,6,5,No,Celebrating,High,Friends,No
7513,4236,34,Chandigarh,Night,Weekend,South Indian,Snacks,Mid-range,996,No,43,5,5,No,Happy,High,Friends,No
7514,1588,24,Delhi,Night,Weekday,Desserts,Snacks,Budget,494,Yes,39,14,4,No,Happy,Medium,Friends,Yes
7515,3889,30,Chandigarh,Morning,Weekend,Desserts,Lunch,Budget,246,No,98,3,5,Yes,Celebrating,Medium,Friends,No
7516,1379,24,Delhi,Afternoon,Weekday,Fast Food,Lunch,Budget,446,No,61,1,3,Yes,Stressed,High,Alone,Yes
7517,2174,41,Pune,Night,Weekday,Fast Food,Snacks,Mid-range,588,Yes,58,9,5,Yes,Happy,Medium,Alone,No
7518,4150,25,Chandigarh,Morning,Weekday,Chinese,Breakfast,Mid-range,123,Yes,49,9,5,No,Celebrating,Low,Friends,No
7519,2867,22,Chandigarh,Morning,Weekday,Fast Food,Snacks,Mid-range,599,No,75,11,2,No,Stressed,Medium,Friends,No
7520,4087,27,Hyderabad,Evening,Weekend,Biryani,Snacks,Budget,315,Yes,36,13,4,Yes,Celebrating,Low,Friends,Yes
7521,1765,25,Chandigarh,Afternoon,Weekend,Chinese,Breakfast,Mid-range,484,No,39,11,3,No,Lazy,Medium,Family,Yes
7522,1630,24,Delhi,Evening,Weekday,Biryani,Lunch,Mid-range,527,No,45,4,3,Yes,Stressed,Medium,Friends,Yes
7523,2919,20,Mumbai,Night,Weekend,South Indian,Lunch,Mid-range,100,No,23,8,4,Yes,Lazy,Medium,Alone,No
7524,1244,25,Chandigarh,Evening,Weekday,Desserts,Snacks,Budget,765,No,23,6,3,Yes,Lazy,Medium,Friends,Yes
7525,3785,40,Mumbai,Morning,Weekend,Biryani,Lunch,Budget,920,No,43,13,2,Yes,Stressed,Medium,Alone,Yes
7526,1765,27,Mumbai,Evening,Weekend,South Indian,Lunch,Premium,888,Yes,71,12,3,Yes,Stressed,Low,Friends,Yes
7527,3779,32,Hyderabad,Afternoon,Weekend,Fast Food,Snacks,Mid-range,351,Yes,40,9,3,Yes,Lazy,High,Family,Yes
7528,2145,39,Delhi,Afternoon,Weekend,Biryani,Dinner,Budget,177,No,36,2,3,Yes,Lazy,Medium,Friends,Yes
7529,1893,24,Pune,Morning,Weekday,Chinese,Snacks,Budget,324,Yes,72,9,3,Yes,Stressed,High,Friends,No
7530,1111,25,Bangalore,Morning,Weekend,South Indian,Snacks,Mid-range,580,No,29,13,2,Yes,Stressed,High,Alone,No
7531,2723,40,Mumbai,Night,Weekday,Fast Food,Breakfast,Budget,207,No,77,12,4,No,Happy,Low,Friends,No
7532,4365,35,Bangalore,Night,Weekday,South Indian,Lunch,Mid-range,869,No,95,7,4,No,Lazy,High,Family,No
7533,1446,26,Delhi,Morning,Weekend,North Indian,Lunch,Premium,552,No,59,2,5,No,Lazy,Low,Alone,No
7534,4321,20,Chandigarh,Evening,Weekday,Fast Food,Snacks,Premium,481,Yes,58,9,4,Yes,Stressed,Low,Alone,No
7535,3386,29,Bangalore,Night,Weekday,Desserts,Snacks,Budget,770,No,41,14,4,No,Celebrating,Medium,Alone,Yes
7536,3909,30,Mumbai,Night,Weekend,North Indian,Lunch,Budget,277,No,32,8,5,No,Celebrating,Medium,Partner,No
7537,4140,22,Delhi,Afternoon,Weekend,North Indian,Breakfast,Mid-range,295,No,45,7,5,No,Happy,High,Alone,Yes
7538,3891,38,Hyderabad,Night,Weekend,Desserts,Snacks,Mid-range,627,No,26,14,4,Yes,Happy,Low,Partner,Yes
7539,4105,22,Chandigarh,Afternoon,Weekend,Biryani,Lunch,Budget,666,No,74,10,3,Yes,Stressed,Low,Friends,No
7540,3829,35,Hyderabad,Afternoon,Weekday,South Indian,Breakfast,Budget,682,Yes,89,7,5,Yes,Happy,Low,Alone,Yes
7541,1430,30,Mumbai,Morning,Weekend,Biryani,Snacks,Premium,851,No,68,14,5,Yes,Happy,High,Alone,Yes
7542,1276,22,Mumbai,Afternoon,Weekday,Chinese,Lunch,Mid-range,624,No,25,12,5,Yes,Happy,Low,Alone,No
7543,3873,34,Delhi,Night,Weekday,North Indian,Breakfast,Premium,254,No,84,1,5,Yes,Celebrating,High,Partner,Yes
7544,2411,29,Bangalore,Night,Weekday,Desserts,Dinner,Premium,858,No,97,9,4,Yes,Stressed,Medium,Friends,No
7545,1839,19,Hyderabad,Afternoon,Weekday,Biryani,Breakfast,Budget,418,No,71,3,4,No,Lazy,Low,Friends,No
7546,1638,43,Chandigarh,Morning,Weekend,Chinese,Dinner,Mid-range,449,No,85,2,3,No,Stressed,Low,Alone,Yes
7547,3439,39,Chandigarh,Morning,Weekend,South Indian,Snacks,Mid-range,235,Yes,32,11,3,No,Lazy,Medium,Friends,No
7548,3046,34,Pune,Morning,Weekend,Fast Food,Lunch,Premium,426,No,23,13,4,Yes,Lazy,Medium,Alone,No
7549,3563,39,Mumbai,Night,Weekend,Chinese,Breakfast,Budget,790,Yes,35,8,5,No,Celebrating,Medium,Family,Yes
7550,3027,25,Delhi,Morning,Weekend,Fast Food,Breakfast,Premium,511,No,52,12,5,Yes,Happy,Low,Partner,Yes
7551,2753,18,Delhi,Evening,Weekday,Biryani,Dinner,Budget,392,Yes,62,1,3,Yes,Stressed,Low,Partner,Yes
7552,4360,39,Delhi,Night,Weekend,Desserts,Lunch,Premium,807,No,99,3,4,No,Stressed,Low,Alone,No
7553,4465,37,Chandigarh,Afternoon,Weekend,North Indian,Lunch,Budget,967,No,41,2,5,No,Celebrating,Low,Family,No
7554,3722,36,Bangalore,Morning,Weekend,Chinese,Lunch,Premium,703,Yes,96,7,5,No,Happy,Low,Friends,No
7555,3441,22,Pune,Night,Weekday,South Indian,Dinner,Premium,301,Yes,21,13,4,No,Lazy,High,Alone,No
7556,3267,22,Mumbai,Afternoon,Weekend,Desserts,Snacks,Premium,670,Yes,79,12,3,No,Lazy,Low,Alone,Yes
7557,1046,32,Mumbai,Evening,Weekday,Chinese,Breakfast,Budget,319,Yes,71,8,5,Yes,Happy,Medium,Family,Yes
7558,4977,27,Chandigarh,Morning,Weekday,Desserts,Dinner,Budget,424,Yes,31,5,3,No,Stressed,Medium,Alone,Yes
7559,4652,27,Chandigarh,Evening,Weekday,Fast Food,Snacks,Budget,779,No,51,4,4,Yes,Lazy,High,Friends,No
7560,2573,22,Mumbai,Night,Weekday,Desserts,Dinner,Mid-range,246,No,97,7,5,No,Happy,Medium,Friends,No
7561,4394,18,Pune,Afternoon,Weekend,South Indian,Snacks,Mid-range,237,Yes,64,4,5,No,Celebrating,Medium,Family,Yes
7562,4395,44,Mumbai,Morning,Weekend,South Indian,Dinner,Mid-range,762,No,24,9,5,No,Celebrating,High,Family,Yes
7563,2535,25,Hyderabad,Afternoon,Weekend,North Indian,Dinner,Budget,671,Yes,38,2,5,No,Happy,Medium,Friends,No
7564,3800,35,Pune,Night,Weekday,Chinese,Breakfast,Budget,654,Yes,31,2,5,No,Celebrating,Medium,Alone,No
7565,4278,20,Delhi,Morning,Weekend,North Indian,Dinner,Mid-range,976,No,71,2,5,Yes,Celebrating,Medium,Partner,No
7566,4865,27,Chandigarh,Morning,Weekday,North Indian,Dinner,Mid-range,601,Yes,98,11,5,No,Happy,High,Friends,No
7567,2871,40,Chandigarh,Afternoon,Weekend,Fast Food,Snacks,Premium,862,No,42,13,3,Yes,Stressed,Low,Friends,Yes
7568,2454,24,Delhi,Afternoon,Weekend,Fast Food,Breakfast,Mid-range,648,No,71,8,5,No,Happy,High,Partner,Yes
7569,1756,25,Bangalore,Morning,Weekday,South Indian,Lunch,Budget,957,No,65,8,2,No,Stressed,Medium,Alone,Yes
7570,3131,36,Hyderabad,Night,Weekday,Desserts,Snacks,Mid-range,206,Yes,46,12,2,Yes,Stressed,Low,Alone,No
7571,3114,34,Bangalore,Evening,Weekday,Desserts,Snacks,Mid-range,145,Yes,42,1,4,No,Lazy,High,Family,Yes
7572,1877,33,Delhi,Evening,Weekday,North Indian,Lunch,Premium,855,Yes,24,4,4,No,Stressed,Low,Friends,No
7573,1605,32,Pune,Morning,Weekday,Desserts,Breakfast,Premium,157,Yes,36,3,4,No,Stressed,High,Friends,Yes
7574,3689,26,Pune,Evening,Weekend,Fast Food,Lunch,Mid-range,765,No,99,14,5,Yes,Celebrating,Low,Family,Yes
7575,1681,37,Mumbai,Morning,Weekend,Chinese,Lunch,Premium,715,Yes,84,11,3,No,Stressed,Medium,Friends,No
7576,1035,36,Bangalore,Morning,Weekend,North Indian,Lunch,Mid-range,908,No,59,9,5,No,Happy,Medium,Family,No
7577,4445,22,Mumbai,Evening,Weekday,Biryani,Dinner,Premium,492,No,68,2,5,No,Happy,High,Alone,Yes
7578,2579,38,Delhi,Evening,Weekend,North Indian,Breakfast,Budget,170,Yes,51,13,4,No,Celebrating,Medium,Partner,Yes
7579,4217,33,Bangalore,Afternoon,Weekday,Desserts,Lunch,Premium,491,No,36,4,5,Yes,Lazy,Low,Friends,No
7580,3310,20,Hyderabad,Night,Weekday,Biryani,Breakfast,Premium,777,Yes,95,3,5,No,Celebrating,High,Friends,No
7581,2805,41,Bangalore,Morning,Weekend,Chinese,Breakfast,Budget,131,No,94,11,4,Yes,Celebrating,Low,Family,Yes
7582,3943,18,Pune,Morning,Weekday,North Indian,Lunch,Mid-range,215,Yes,73,13,4,No,Happy,Low,Alone,Yes
7583,1261,36,Chandigarh,Afternoon,Weekend,Desserts,Lunch,Budget,615,No,67,13,3,No,Lazy,Medium,Partner,No
7584,4971,38,Mumbai,Evening,Weekday,Fast Food,Dinner,Mid-range,783,Yes,31,4,5,Yes,Happy,High,Friends,Yes
7585,2846,19,Bangalore,Evening,Weekend,North Indian,Snacks,Premium,807,Yes,57,3,5,Yes,Celebrating,Medium,Partner,No
7586,2468,19,Hyderabad,Night,Weekend,North Indian,Breakfast,Mid-range,165,No,28,11,5,Yes,Happy,Low,Friends,No
7587,1319,23,Hyderabad,Morning,Weekend,Biryani,Snacks,Budget,513,No,87,9,5,Yes,Celebrating,Medium,Alone,No
7588,3654,37,Pune,Morning,Weekday,Fast Food,Dinner,Mid-range,970,No,36,10,3,Yes,Stressed,Medium,Friends,No
7589,2624,23,Hyderabad,Afternoon,Weekend,Fast Food,Dinner,Premium,838,Yes,95,10,4,Yes,Lazy,High,Alone,No
7590,4178,43,Chandigarh,Night,Weekend,Biryani,Breakfast,Budget,353,No,94,8,5,No,Happy,High,Friends,Yes
7591,2291,23,Hyderabad,Afternoon,Weekend,North Indian,Breakfast,Premium,684,No,86,4,5,No,Lazy,Low,Alone,Yes
7592,4489,19,Bangalore,Evening,Weekend,Chinese,Lunch,Mid-range,666,No,65,9,5,Yes,Happy,Low,Alone,No
7593,2000,26,Delhi,Night,Weekend,Fast Food,Dinner,Budget,368,No,69,13,4,Yes,Happy,Low,Family,No
7594,1110,41,Hyderabad,Night,Weekday,Biryani,Breakfast,Premium,591,No,52,4,5,Yes,Celebrating,High,Alone,Yes
7595,2410,37,Chandigarh,Afternoon,Weekday,North Indian,Lunch,Mid-range,668,No,99,14,3,Yes,Lazy,Low,Friends,No
7596,1534,20,Delhi,Afternoon,Weekday,North Indian,Dinner,Budget,323,Yes,87,5,4,No,Stressed,Medium,Friends,No
7597,3412,22,Bangalore,Afternoon,Weekend,North Indian,Snacks,Budget,560,Yes,24,10,5,No,Happy,Medium,Partner,No
7598,3525,37,Bangalore,Afternoon,Weekday,Chinese,Snacks,Premium,327,No,96,6,5,No,Happy,Medium,Family,Yes
7599,3689,22,Pune,Morning,Weekday,Chinese,Snacks,Premium,230,No,30,4,4,Yes,Lazy,High,Alone,Yes
7600,1731,25,Mumbai,Afternoon,Weekday,Chinese,Breakfast,Mid-range,666,No,56,8,5,No,Happy,High,Friends,Yes
7601,3923,40,Bangalore,Morning,Weekday,North Indian,Breakfast,Premium,209,Yes,92,6,5,Yes,Celebrating,Medium,Family,No
7602,3131,36,Chandigarh,Evening,Weekend,North Indian,Lunch,Premium,959,No,78,6,5,Yes,Lazy,High,Friends,No
7603,3793,39,Pune,Evening,Weekend,Biryani,Dinner,Budget,658,Yes,65,8,3,Yes,Lazy,High,Partner,No
7604,3782,41,Chandigarh,Night,Weekend,Chinese,Breakfast,Premium,128,No,51,13,5,Yes,Happy,High,Partner,No
7605,4567,34,Chandigarh,Night,Weekend,Biryani,Lunch,Mid-range,278,No,20,9,5,No,Celebrating,Low,Partner,No
7606,2010,18,Chandigarh,Afternoon,Weekday,North Indian,Snacks,Premium,914,Yes,22,10,5,Yes,Happy,High,Partner,No
7607,4409,36,Chandigarh,Morning,Weekday,South Indian,Lunch,Mid-range,872,Yes,74,3,4,Yes,Lazy,Medium,Partner,No
7608,1665,31,Mumbai,Night,Weekend,Biryani,Lunch,Budget,636,Yes,28,11,2,No,Stressed,Medium,Friends,No
7609,4425,22,Pune,Afternoon,Weekday,Desserts,Dinner,Budget,789,Yes,67,10,5,Yes,Celebrating,Low,Friends,No
7610,1516,44,Chandigarh,Afternoon,Weekend,North Indian,Snacks,Mid-range,581,No,35,1,3,No,Stressed,Medium,Partner,No
7611,2910,43,Pune,Morning,Weekday,Desserts,Snacks,Budget,639,Yes,37,13,2,Yes,Stressed,Low,Family,Yes
7612,3529,32,Pune,Morning,Weekday,Chinese,Dinner,Budget,242,No,23,12,4,No,Celebrating,Medium,Friends,No
7613,3210,35,Mumbai,Evening,Weekday,Fast Food,Snacks,Budget,315,Yes,36,8,4,Yes,Celebrating,Medium,Family,Yes
7614,1687,18,Mumbai,Morning,Weekday,North Indian,Snacks,Premium,566,No,72,3,5,No,Celebrating,Low,Partner,No
7615,2469,26,Chandigarh,Afternoon,Weekday,Fast Food,Snacks,Mid-range,880,No,82,5,4,No,Lazy,High,Alone,Yes
7616,1790,33,Delhi,Afternoon,Weekend,North Indian,Dinner,Budget,520,Yes,36,5,3,Yes,Stressed,Medium,Alone,No
7617,1795,28,Bangalore,Morning,Weekend,North Indian,Snacks,Budget,350,No,38,3,4,No,Lazy,Medium,Friends,No
7618,3263,23,Delhi,Night,Weekend,North Indian,Dinner,Premium,151,No,43,13,4,Yes,Lazy,Medium,Partner,No
7619,3369,37,Pune,Night,Weekend,Chinese,Snacks,Premium,182,No,94,6,5,Yes,Happy,Medium,Partner,Yes
7620,3038,34,Delhi,Morning,Weekday,Chinese,Snacks,Mid-range,634,Yes,99,6,5,No,Celebrating,Low,Partner,No
7621,4697,30,Chandigarh,Morning,Weekday,Biryani,Breakfast,Budget,574,No,34,11,3,Yes,Lazy,Low,Friends,Yes
7622,3244,19,Bangalore,Evening,Weekend,South Indian,Dinner,Budget,905,Yes,20,14,4,Yes,Happy,Low,Friends,Yes
7623,4012,23,Hyderabad,Night,Weekend,North Indian,Lunch,Mid-range,841,No,61,5,5,Yes,Happy,High,Friends,No
7624,1908,36,Bangalore,Evening,Weekend,Biryani,Dinner,Premium,817,No,56,1,5,Yes,Celebrating,High,Friends,Yes
7625,1704,19,Delhi,Night,Weekend,Desserts,Lunch,Premium,852,No,74,5,5,Yes,Happy,Medium,Alone,Yes
7626,1184,26,Bangalore,Morning,Weekend,South Indian,Lunch,Budget,201,Yes,40,9,5,Yes,Celebrating,Medium,Family,Yes
7627,1058,19,Bangalore,Evening,Weekday,North Indian,Breakfast,Mid-range,817,No,37,4,4,No,Lazy,Low,Alone,Yes
7628,1967,36,Delhi,Evening,Weekday,Biryani,Lunch,Budget,202,Yes,83,5,3,Yes,Lazy,High,Family,Yes
7629,2248,20,Hyderabad,Evening,Weekend,Biryani,Breakfast,Mid-range,222,Yes,40,5,3,Yes,Stressed,Low,Alone,Yes
7630,1112,31,Pune,Evening,Weekday,Chinese,Breakfast,Premium,170,No,81,14,5,Yes,Happy,Low,Family,Yes
7631,4865,29,Chandigarh,Afternoon,Weekend,North Indian,Lunch,Budget,344,No,95,13,5,No,Celebrating,Low,Partner,No
7632,1795,29,Pune,Morning,Weekend,Chinese,Lunch,Premium,100,Yes,80,10,5,No,Happy,Medium,Partner,Yes
7633,3084,30,Bangalore,Afternoon,Weekday,Biryani,Dinner,Budget,578,No,27,4,3,No,Stressed,Low,Partner,No
7634,4913,34,Pune,Evening,Weekday,Chinese,Lunch,Budget,220,No,88,5,4,Yes,Lazy,Medium,Alone,Yes
7635,1613,25,Hyderabad,Afternoon,Weekend,Fast Food,Snacks,Budget,654,Yes,47,4,5,No,Celebrating,Medium,Partner,Yes
7636,1141,23,Pune,Afternoon,Weekend,Biryani,Lunch,Mid-range,404,Yes,97,14,5,No,Happy,Low,Friends,No
7637,2172,39,Hyderabad,Morning,Weekday,North Indian,Breakfast,Mid-range,361,Yes,95,2,3,Yes,Stressed,High,Alone,Yes
7638,4812,44,Bangalore,Night,Weekend,Biryani,Dinner,Premium,268,Yes,44,12,5,Yes,Happy,High,Friends,No
7639,1370,37,Pune,Afternoon,Weekend,North Indian,Snacks,Premium,743,Yes,41,4,5,Yes,Celebrating,High,Partner,No
7640,2845,29,Delhi,Morning,Weekend,Fast Food,Lunch,Budget,493,No,80,3,5,Yes,Happy,High,Family,No
7641,4107,20,Mumbai,Evening,Weekday,Fast Food,Breakfast,Mid-range,736,Yes,69,7,5,Yes,Celebrating,Medium,Friends,Yes
7642,4336,31,Chandigarh,Afternoon,Weekday,Biryani,Breakfast,Mid-range,185,Yes,28,8,3,No,Stressed,Medium,Alone,Yes
7643,4589,38,Delhi,Night,Weekend,Chinese,Dinner,Mid-range,158,No,96,11,4,Yes,Happy,Medium,Friends,Yes
7644,4415,42,Delhi,Evening,Weekend,Fast Food,Breakfast,Premium,250,Yes,49,2,5,No,Celebrating,High,Partner,Yes
7645,2321,40,Hyderabad,Morning,Weekend,Desserts,Lunch,Mid-range,160,Yes,41,1,4,Yes,Lazy,Low,Friends,No
7646,3955,34,Hyderabad,Night,Weekend,Desserts,Snacks,Premium,696,No,54,2,5,No,Happy,Low,Alone,No
7647,3661,18,Chandigarh,Afternoon,Weekday,Chinese,Snacks,Premium,850,Yes,46,13,4,No,Lazy,Medium,Alone,No
7648,2056,36,Delhi,Evening,Weekend,South Indian,Dinner,Mid-range,164,Yes,69,1,3,Yes,Lazy,Low,Alone,Yes
7649,3312,35,Hyderabad,Morning,Weekend,Desserts,Breakfast,Mid-range,193,Yes,80,6,5,Yes,Celebrating,Low,Partner,No
7650,1877,33,Pune,Afternoon,Weekend,Fast Food,Snacks,Premium,402,Yes,54,2,5,Yes,Celebrating,Medium,Partner,Yes
7651,3431,38,Mumbai,Night,Weekday,Desserts,Breakfast,Premium,565,Yes,68,1,5,No,Happy,High,Friends,No
7652,1513,21,Chandigarh,Afternoon,Weekend,Chinese,Snacks,Premium,339,No,54,7,5,No,Happy,Medium,Alone,No
7653,4656,30,Bangalore,Afternoon,Weekday,Desserts,Dinner,Mid-range,221,No,89,8,3,Yes,Lazy,High,Friends,Yes
7654,2111,34,Bangalore,Afternoon,Weekend,North Indian,Lunch,Budget,531,Yes,69,6,4,No,Stressed,Low,Family,No
7655,1587,18,Hyderabad,Morning,Weekday,Fast Food,Snacks,Mid-range,567,No,65,6,5,No,Celebrating,High,Partner,Yes
7656,3089,33,Mumbai,Morning,Weekend,North Indian,Lunch,Premium,331,No,69,10,5,Yes,Celebrating,High,Alone,Yes
7657,2559,43,Delhi,Night,Weekday,Chinese,Breakfast,Premium,375,No,36,5,5,Yes,Lazy,Medium,Friends,No
7658,1269,23,Mumbai,Night,Weekend,Biryani,Lunch,Mid-range,770,Yes,51,5,4,No,Lazy,Low,Partner,Yes
7659,1590,31,Chandigarh,Morning,Weekend,Fast Food,Lunch,Premium,729,No,65,6,5,No,Happy,High,Family,Yes
7660,3200,43,Mumbai,Morning,Weekend,Desserts,Dinner,Premium,189,Yes,73,6,5,No,Stressed,Low,Partner,No
7661,2069,23,Delhi,Evening,Weekday,Biryani,Breakfast,Premium,511,No,79,9,5,Yes,Happy,High,Friends,Yes
7662,2617,21,Delhi,Evening,Weekend,Biryani,Breakfast,Budget,130,Yes,77,13,2,No,Lazy,Medium,Alone,Yes
7663,2604,30,Chandigarh,Evening,Weekday,South Indian,Snacks,Budget,547,Yes,68,6,5,No,Happy,High,Partner,Yes
7664,2101,25,Chandigarh,Evening,Weekday,Fast Food,Snacks,Budget,431,Yes,90,3,3,Yes,Lazy,Low,Friends,No
